sample_id,label,season,hh_index,time_h,puissance_w,energy_kwh_step
RP_0089,RP,spring,6,3.0,119.04734,0.059523672
RP_0089,RP,spring,7,3.5,142.45132,0.071225666
RP_0089,RP,spring,8,4.0,117.96582,0.05898291
RP_0089,RP,spring,9,4.5,110.58047,0.055290233
RP_0089,RP,spring,10,5.0,120.541504,0.060270753
RP_0089,RP,spring,11,5.5,126.47277,0.063236386
RP_0089,RP,spring,12,6.0,109.60371,0.05480185
RP_0089,RP,spring,13,6.5,150.10995,0.07505498
RP_0089,RP,spring,14,7.0,163.1038,0.0815519
RP_0089,RP,spring,15,7.5,183.90875,0.09195437
RP_0089,RP,spring,16,8.0,169.7111,0.08485555
RP_0089,RP,spring,17,8.5,141.97603,0.070988014
RP_0089,RP,spring,18,9.0,131.6825,0.06584125
RP_0089,RP,spring,19,9.5,123.93285,0.061966427
RP_0089,RP,spring,20,10.0,109.33769,0.054668847
RP_0089,RP,spring,21,10.5,87.579254,0.04378963
RP_0089,RP,spring,22,11.0,77.394104,0.038697053
RP_0089,RP,spring,23,11.5,92.0495,0.04602475
RP_0089,RP,spring,24,12.0,202.19713,0.10109857
RP_0089,RP,spring,25,12.5,308.2783,0.15413915
RP_0089,RP,spring,26,13.0,292.3223,0.14616115
RP_0089,RP,spring,27,13.5,137.27467,0.068637334
RP_0089,RP,spring,28,14.0,84.564644,0.04228232
RP_0089,RP,spring,29,14.5,55.89453,0.027947266
RP_0089,RP,spring,30,15.0,62.889683,0.03144484
RP_0089,RP,spring,31,15.5,45.12423,0.022562115
RP_0089,RP,spring,32,16.0,60.60152,0.03030076
RP_0089,RP,spring,33,16.5,50.633045,0.025316523
RP_0089,RP,spring,34,17.0,52.288593,0.026144296
RP_0089,RP,spring,35,17.5,65.33226,0.03266613
RP_0089,RP,spring,36,18.0,97.158554,0.048579276
RP_0089,RP,spring,37,18.5,88.254196,0.0441271
RP_0089,RP,spring,38,19.0,95.96803,0.047984015
RP_0089,RP,spring,39,19.5,93.92062,0.046960313
RP_0089,RP,spring,40,20.0,91.82571,0.045912854
RP_0089,RP,spring,41,20.5,89.92613,0.044963066
RP_0089,RP,spring,42,21.0,101.74687,0.050873436
RP_0089,RP,spring,43,21.5,77.60136,0.03880068
RP_0089,RP,spring,44,22.0,79.93962,0.03996981
RP_0089,RP,spring,45,22.5,82.74874,0.04137437
RP_0089,RP,spring,46,23.0,69.87124,0.03493562
RP_0089,RP,spring,47,23.5,61.051666,0.030525833
RP_0090,RP,autumn,0,0.0,115.88861,0.057944305
RP_0090,RP,autumn,1,0.5,306.4497,0.15322486
RP_0090,RP,autumn,2,1.0,1177.142,0.588571
RP_0090,RP,autumn,3,1.5,1902.2681,0.951134
RP_0090,RP,autumn,4,2.0,1592.3208,0.7961604
RP_0090,RP,autumn,5,2.5,915.94745,0.45797372
RP_0090,RP,autumn,6,3.0,490.2203,0.24511015
RP_0090,RP,autumn,7,3.5,407.29486,0.20364743
RP_0090,RP,autumn,8,4.0,319.2099,0.15960495
RP_0090,RP,autumn,9,4.5,263.6018,0.1318009
RP_0090,RP,autumn,10,5.0,299.50714,0.14975357
RP_0090,RP,autumn,11,5.5,281.18002,0.14059001
RP_0090,RP,autumn,12,6.0,376.66342,0.18833171
RP_0090,RP,autumn,13,6.5,419.6784,0.20983921
RP_0090,RP,autumn,14,7.0,398.2978,0.1991489
RP_0090,RP,autumn,15,7.5,328.25485,0.16412742
RP_0090,RP,autumn,16,8.0,255.4253,0.12771265
RP_0090,RP,autumn,17,8.5,217.35283,0.10867641
RP_0090,RP,autumn,18,9.0,177.6282,0.0888141
RP_0090,RP,autumn,19,9.5,164.01614,0.08200807
RP_0090,RP,autumn,20,10.0,174.07835,0.08703918
RP_0090,RP,autumn,21,10.5,236.2028,0.1181014
RP_0090,RP,autumn,22,11.0,237.83191,0.11891595
RP_0090,RP,autumn,23,11.5,231.19897,0.11559949
RP_0090,RP,autumn,24,12.0,299.80032,0.14990017
RP_0090,RP,autumn,25,12.5,191.50026,0.09575013
RP_0090,RP,autumn,26,13.0,201.23775,0.10061888
RP_0090,RP,autumn,27,13.5,169.13803,0.084569015
RP_0090,RP,autumn,28,14.0,204.10022,0.10205011
RP_0090,RP,autumn,29,14.5,189.85318,0.09492659
RP_0090,RP,autumn,30,15.0,239.95854,0.11997927
RP_0090,RP,autumn,31,15.5,246.59955,0.12329978
RP_0090,RP,autumn,32,16.0,219.89426,0.10994713
RP_0090,RP,autumn,33,16.5,219.93787,0.10996893
RP_0090,RP,autumn,34,17.0,210.183,0.1050915
RP_0090,RP,autumn,35,17.5,222.95255,0.11147627
RP_0090,RP,autumn,36,18.0,216.94933,0.108474664
RP_0090,RP,autumn,37,18.5,271.36548,0.13568273
RP_0090,RP,autumn,38,19.0,224.12334,0.11206167
RP_0090,RP,autumn,39,19.5,240.95377,0.12047689
RP_0090,RP,autumn,40,20.0,264.35498,0.13217749
RP_0090,RP,autumn,41,20.5,210.496,0.105248004
RP_0090,RP,autumn,42,21.0,223.2819,0.11164095
RP_0090,RP,autumn,43,21.5,194.34158,0.09717079
RP_0090,RP,autumn,44,22.0,136.4308,0.0682154
RP_0090,RP,autumn,45,22.5,109.03159,0.054515798
RP_0090,RP,autumn,46,23.0,102.8109,0.05140545
RP_0090,RP,autumn,47,23.5,93.02507,0.046512537
RP_0091,RP,summer,0,0.0,1133.7334,0.5668667
RP_0091,RP,summer,1,0.5,1041.6403,0.52082014
RP_0091,RP,summer,2,1.0,1144.2424,0.5721212
RP_0091,RP,summer,3,1.5,985.361,0.49268052
RP_0091,RP,summer,4,2.0,1083.7096,0.5418548
RP_0091,RP,summer,5,2.5,1011.24915,0.5056246
RP_0091,RP,summer,6,3.0,983.51483,0.49175742
RP_0091,RP,summer,7,3.5,942.7399,0.47136995
RP_0091,RP,summer,8,4.0,981.42566,0.49071282
RP_0091,RP,summer,9,4.5,996.6192,0.4983096
RP_0091,RP,summer,10,5.0,1069.6506,0.5348253
RP_0091,RP,summer,11,5.5,1090.6335,0.54531676
RP_0091,RP,summer,12,6.0,1149.1871,0.57459354
RP_0091,RP,summer,13,6.5,1189.8848,0.5949424
RP_0091,RP,summer,14,7.0,1193.7878,0.5968939
RP_0091,RP,summer,15,7.5,1133.4742,0.5667371
RP_0091,RP,summer,16,8.0,1108.8018,0.55440086
RP_0091,RP,summer,17,8.5,1159.0403,0.57952017
RP_0091,RP,summer,18,9.0,1128.734,0.564367
RP_0091,RP,summer,19,9.5,1220.2483,0.6101242
RP_0091,RP,summer,20,10.0,1246.6516,0.6233258
RP_0091,RP,summer,21,10.5,1335.0364,0.6675182
RP_0091,RP,summer,22,11.0,1276.82,0.63841
RP_0091,RP,summer,23,11.5,1247.1913,0.62359565
RP_0091,RP,summer,24,12.0,1172.9838,0.5864919
RP_0091,RP,summer,25,12.5,1156.5422,0.5782711
RP_0091,RP,summer,26,13.0,1147.3529,0.57367647
RP_0091,RP,summer,27,13.5,1218.4886,0.60924435
RP_0091,RP,summer,28,14.0,1295.724,0.647862
RP_0091,RP,summer,29,14.5,1320.9023,0.6604512
RP_0091,RP,summer,30,15.0,1259.2612,0.6296306
RP_0091,RP,summer,31,15.5,1253.7064,0.6268532
RP_0091,RP,summer,32,16.0,1180.5643,0.59028214
RP_0091,RP,summer,33,16.5,1177.3201,0.58866006
RP_0091,RP,summer,34,17.0,1310.4282,0.65521413
RP_0091,RP,summer,35,17.5,1199.9629,0.5999814
RP_0091,RP,summer,36,18.0,1304.0914,0.6520457
RP_0091,RP,summer,37,18.5,1267.9954,0.6339977
RP_0091,RP,summer,38,19.0,1238.9905,0.6194952
RP_0091,RP,summer,39,19.5,1210.9069,0.60545343
RP_0091,RP,summer,40,20.0,1181.4594,0.59072965
RP_0091,RP,summer,41,20.5,1137.5848,0.5687924
RP_0091,RP,summer,42,21.0,1058.6091,0.52930456
RP_0091,RP,summer,43,21.5,993.22754,0.49661377
RP_0091,RP,summer,44,22.0,1015.0661,0.5075331
RP_0091,RP,summer,45,22.5,1022.06586,0.51103294
RP_0091,RP,summer,46,23.0,962.7868,0.4813934
RP_0091,RP,summer,47,23.5,1084.0515,0.54202574
RP_0092,RP,spring,0,0.0,887.28174,0.44364086
RP_0092,RP,spring,1,0.5,834.7565,0.41737825
RP_0092,RP,spring,2,1.0,936.41296,0.4682065
RP_0092,RP,spring,3,1.5,992.3594,0.4961797
RP_0092,RP,spring,4,2.0,1118.8845,0.5594423
RP_0092,RP,spring,5,2.5,1017.9354,0.5089677
RP_0092,RP,spring,6,3.0,1044.7462,0.5223731
RP_0092,RP,spring,7,3.5,991.883,0.4959415
RP_0092,RP,spring,8,4.0,978.7091,0.48935455
RP_0092,RP,spring,9,4.5,1009.9718,0.5049859
RP_0092,RP,spring,10,5.0,1049.3619,0.524681
RP_0092,RP,spring,11,5.5,1183.766,0.591883
RP_0092,RP,spring,12,6.0,1419.5936,0.7097968
RP_0092,RP,spring,13,6.5,1573.5305,0.7867653
RP_0092,RP,spring,14,7.0,1799.4543,0.89972717
RP_0092,RP,spring,15,7.5,1691.9178,0.84595895
RP_0092,RP,spring,16,8.0,1507.3489,0.75367445
RP_0092,RP,spring,17,8.5,1375.5242,0.6877621
RP_0092,RP,spring,18,9.0,1125.7299,0.5628649
RP_0092,RP,spring,19,9.5,1006.49243,0.5032462
RP_0092,RP,spring,20,10.0,1058.5121,0.52925605
RP_0092,RP,spring,21,10.5,864.2373,0.43211865
RP_0092,RP,spring,22,11.0,834.1211,0.41706055
RP_0092,RP,spring,23,11.5,789.13666,0.39456832
RP_0092,RP,spring,24,12.0,808.84906,0.40442452
RP_0092,RP,spring,25,12.5,931.7402,0.46587008
RP_0092,RP,spring,26,13.0,824.6392,0.4123196
RP_0092,RP,spring,27,13.5,862.3473,0.43117365
RP_0092,RP,spring,28,14.0,887.4063,0.44370314
RP_0092,RP,spring,29,14.5,792.5273,0.39626363
RP_0092,RP,spring,30,15.0,755.89844,0.3779492
RP_0092,RP,spring,31,15.5,749.64984,0.3748249
RP_0092,RP,spring,32,16.0,829.21716,0.41460857
RP_0092,RP,spring,33,16.5,807.08777,0.4035439
RP_0092,RP,spring,34,17.0,902.1306,0.4510653
RP_0092,RP,spring,35,17.5,1028.2551,0.51412755
RP_0092,RP,spring,36,18.0,1206.2443,0.6031221
RP_0092,RP,spring,37,18.5,1319.6335,0.6598168
RP_0092,RP,spring,38,19.0,1573.8271,0.7869136
RP_0092,RP,spring,39,19.5,1615.6681,0.807834
RP_0092,RP,spring,40,20.0,1463.506,0.731753
RP_0092,RP,spring,41,20.5,1357.852,0.67892605
RP_0092,RP,spring,42,21.0,1370.1615,0.68508077
RP_0092,RP,spring,43,21.5,1262.8727,0.63143635
RP_0092,RP,spring,44,22.0,1125.6708,0.5628354
RP_0092,RP,spring,45,22.5,1119.9231,0.55996156
RP_0092,RP,spring,46,23.0,925.53815,0.46276906
RP_0092,RP,spring,47,23.5,835.8587,0.41792935
RP_0093,RP,spring,0,0.0,31.797455,0.015898727
RP_0093,RP,spring,1,0.5,31.304863,0.015652431
RP_0093,RP,spring,2,1.0,29.213749,0.014606874
RP_0093,RP,spring,3,1.5,27.327477,0.013663738
RP_0093,RP,spring,4,2.0,25.799578,0.012899789
RP_0093,RP,spring,5,2.5,24.285534,0.012142767
RP_0093,RP,spring,6,3.0,25.83816,0.0129190795
RP_0093,RP,spring,7,3.5,26.869171,0.013434585
RP_0093,RP,spring,8,4.0,26.867058,0.013433529
RP_0093,RP,spring,9,4.5,27.250292,0.013625146
RP_0093,RP,spring,10,5.0,30.680931,0.015340465
RP_0093,RP,spring,11,5.5,30.976274,0.0154881375
RP_0093,RP,spring,12,6.0,30.333487,0.015166744
RP_0093,RP,spring,13,6.5,28.21887,0.0141094355
RP_0093,RP,spring,14,7.0,25.605341,0.012802671
RP_0093,RP,spring,15,7.5,26.978888,0.013489444
RP_0093,RP,spring,16,8.0,32.09935,0.016049676
RP_0093,RP,spring,17,8.5,25.325783,0.012662891
RP_0093,RP,spring,18,9.0,25.099545,0.012549772
RP_0093,RP,spring,19,9.5,24.23816,0.01211908
RP_0093,RP,spring,20,10.0,27.46477,0.013732385
RP_0093,RP,spring,21,10.5,24.514492,0.012257246
RP_0093,RP,spring,22,11.0,26.891052,0.013445526
RP_0093,RP,spring,23,11.5,32.37869,0.016189344
RP_0093,RP,spring,24,12.0,30.242933,0.0151214665
RP_0093,RP,spring,25,12.5,24.367758,0.012183879
RP_0093,RP,spring,26,13.0,31.749126,0.015874563
RP_0093,RP,spring,27,13.5,26.165695,0.013082848
RP_0093,RP,spring,28,14.0,24.041634,0.012020817
RP_0093,RP,spring,29,14.5,26.61556,0.01330778
RP_0093,RP,spring,30,15.0,37.710663,0.018855331
RP_0093,RP,spring,31,15.5,43.779636,0.021889819
RP_0093,RP,spring,32,16.0,46.69746,0.02334873
RP_0093,RP,spring,33,16.5,47.32531,0.023662655
RP_0093,RP,spring,34,17.0,50.60516,0.02530258
RP_0093,RP,spring,35,17.5,39.81796,0.01990898
RP_0093,RP,spring,36,18.0,42.414085,0.021207042
RP_0093,RP,spring,37,18.5,39.179176,0.019589588
RP_0093,RP,spring,38,19.0,30.005772,0.015002886
RP_0093,RP,spring,39,19.5,34.559982,0.017279992
RP_0093,RP,spring,40,20.0,32.09681,0.016048405
RP_0093,RP,spring,41,20.5,31.00158,0.0155007895
RP_0093,RP,spring,42,21.0,29.226645,0.014613322
RP_0093,RP,spring,43,21.5,25.673407,0.012836703
RP_0093,RP,spring,44,22.0,26.722713,0.013361357
RP_0093,RP,spring,45,22.5,22.668533,0.0113342665
RP_0093,RP,spring,46,23.0,19.581848,0.009790924
RP_0093,RP,spring,47,23.5,23.215586,0.011607793
RP_0094,RP,autumn,0,0.0,79.090614,0.03954531
RP_0094,RP,autumn,1,0.5,89.86129,0.044930644
RP_0094,RP,autumn,2,1.0,148.01471,0.074007355
RP_0094,RP,autumn,3,1.5,306.94812,0.15347406
RP_0094,RP,autumn,4,2.0,163.16954,0.08158477
RP_0094,RP,autumn,5,2.5,77.88112,0.03894056
RP_0094,RP,autumn,6,3.0,95.8999,0.04794995
RP_0094,RP,autumn,7,3.5,115.777855,0.05788893
RP_0094,RP,autumn,8,4.0,108.27209,0.054136045
RP_0094,RP,autumn,9,4.5,93.20094,0.046600472
RP_0094,RP,autumn,10,5.0,107.434135,0.05371707
RP_0094,RP,autumn,11,5.5,87.79197,0.043895986
RP_0094,RP,autumn,12,6.0,76.04146,0.03802073
RP_0094,RP,autumn,13,6.5,79.21854,0.03960927
RP_0094,RP,autumn,14,7.0,70.53252,0.035266258
RP_0094,RP,autumn,15,7.5,71.557755,0.035778876
RP_0094,RP,autumn,16,8.0,60.92409,0.030462045
RP_0094,RP,autumn,17,8.5,47.253952,0.023626976
RP_0094,RP,autumn,18,9.0,57.123253,0.028561626
RP_0094,RP,autumn,19,9.5,65.90239,0.032951195
RP_0094,RP,autumn,20,10.0,70.79677,0.035398383
RP_0094,RP,autumn,21,10.5,56.90999,0.028454995
RP_0094,RP,autumn,22,11.0,59.120087,0.029560043
RP_0094,RP,autumn,23,11.5,84.68517,0.04234259
RP_0094,RP,autumn,24,12.0,92.7662,0.046383098
RP_0094,RP,autumn,25,12.5,185.44424,0.092722125
RP_0094,RP,autumn,26,13.0,99.58805,0.049794026
RP_0094,RP,autumn,27,13.5,66.21576,0.03310788
RP_0094,RP,autumn,28,14.0,58.436783,0.02921839
RP_0094,RP,autumn,29,14.5,60.974045,0.030487023
RP_0094,RP,autumn,30,15.0,63.559097,0.03177955
RP_0094,RP,autumn,31,15.5,54.828316,0.027414158
RP_0094,RP,autumn,32,16.0,60.341347,0.030170674
RP_0094,RP,autumn,33,16.5,53.11729,0.026558645
RP_0094,RP,autumn,34,17.0,62.146217,0.031073108
RP_0094,RP,autumn,35,17.5,66.00723,0.033003617
RP_0094,RP,autumn,36,18.0,86.56385,0.043281924
RP_0094,RP,autumn,37,18.5,73.55213,0.036776066
RP_0094,RP,autumn,38,19.0,93.295006,0.046647504
RP_0094,RP,autumn,39,19.5,96.65682,0.04832841
RP_0094,RP,autumn,40,20.0,81.28001,0.040640004
RP_0094,RP,autumn,41,20.5,79.62603,0.039813016
RP_0094,RP,autumn,42,21.0,88.70108,0.04435054
RP_0094,RP,autumn,43,21.5,72.95281,0.036476407
RP_0094,RP,autumn,44,22.0,84.48337,0.042241685
RP_0094,RP,autumn,45,22.5,92.929306,0.04646465
RP_0094,RP,autumn,46,23.0,74.25439,0.037127193
RP_0094,RP,autumn,47,23.5,83.51022,0.04175511
RP_0095,RP,summer,0,0.0,52.554295,0.026277147
RP_0095,RP,summer,1,0.5,43.845646,0.021922823
RP_0095,RP,summer,2,1.0,54.94613,0.027473064
RP_0095,RP,summer,3,1.5,53.469147,0.026734574
RP_0095,RP,summer,4,2.0,80.39854,0.04019927
RP_0095,RP,summer,5,2.5,48.28253,0.024141265
RP_0095,RP,summer,6,3.0,90.86687,0.045433432
RP_0095,RP,summer,7,3.5,62.741127,0.031370565
RP_0095,RP,summer,8,4.0,52.65009,0.026325045
RP_0095,RP,summer,9,4.5,50.085747,0.025042873
RP_0095,RP,summer,10,5.0,54.37846,0.02718923
RP_0095,RP,summer,11,5.5,67.14376,0.03357188
RP_0095,RP,summer,12,6.0,51.72509,0.025862545
RP_0095,RP,summer,13,6.5,63.85917,0.031929586
RP_0095,RP,summer,14,7.0,42.56736,0.02128368
RP_0095,RP,summer,15,7.5,60.855007,0.030427504
RP_0095,RP,summer,16,8.0,34.4888,0.0172444
RP_0095,RP,summer,17,8.5,36.259407,0.018129703
RP_0095,RP,summer,18,9.0,44.65291,0.022326455
RP_0095,RP,summer,19,9.5,52.08917,0.026044585
RP_0095,RP,summer,20,10.0,42.519936,0.021259967
RP_0095,RP,summer,21,10.5,33.12857,0.016564285
RP_0095,RP,summer,22,11.0,55.32105,0.027660524
RP_0095,RP,summer,23,11.5,65.81287,0.03290643
RP_0095,RP,summer,24,12.0,43.558174,0.021779086
RP_0095,RP,summer,25,12.5,46.367435,0.023183718
RP_0095,RP,summer,26,13.0,33.585644,0.016792823
RP_0095,RP,summer,27,13.5,86.845345,0.043422673
RP_0095,RP,summer,28,14.0,86.67122,0.04333561
RP_0095,RP,summer,29,14.5,155.06781,0.07753391
RP_0095,RP,summer,30,15.0,76.24274,0.03812137
RP_0095,RP,summer,31,15.5,64.11755,0.032058775
RP_0095,RP,summer,32,16.0,52.27094,0.026135469
RP_0095,RP,summer,33,16.5,60.255062,0.03012753
RP_0095,RP,summer,34,17.0,54.378853,0.027189426
RP_0095,RP,summer,35,17.5,88.2754,0.044137698
RP_0095,RP,summer,36,18.0,84.37973,0.042189866
RP_0095,RP,summer,37,18.5,73.213905,0.036606953
RP_0095,RP,summer,38,19.0,110.38128,0.055190638
RP_0095,RP,summer,39,19.5,122.77746,0.061388727
RP_0095,RP,summer,40,20.0,101.99425,0.050997123
RP_0095,RP,summer,41,20.5,98.79047,0.049395233
RP_0095,RP,summer,42,21.0,78.91155,0.039455775
RP_0095,RP,summer,43,21.5,80.59498,0.04029749
RP_0095,RP,summer,44,22.0,74.402664,0.037201334
RP_0095,RP,summer,45,22.5,65.64506,0.032822527
RP_0095,RP,summer,46,23.0,60.466194,0.030233096
RP_0095,RP,summer,47,23.5,59.664,0.029832
RP_0096,RP,winter,0,0.0,935.4868,0.4677434
RP_0096,RP,winter,1,0.5,841.3917,0.42069587
RP_0096,RP,winter,2,1.0,907.58954,0.45379478
RP_0096,RP,winter,3,1.5,926.45404,0.46322703
RP_0096,RP,winter,4,2.0,1043.2992,0.5216496
RP_0096,RP,winter,5,2.5,1036.0923,0.51804614
RP_0096,RP,winter,6,3.0,1104.494,0.552247
RP_0096,RP,winter,7,3.5,1175.1881,0.58759403
RP_0096,RP,winter,8,4.0,1297.8236,0.64891183
RP_0096,RP,winter,9,4.5,1316.6136,0.65830684
RP_0096,RP,winter,10,5.0,1374.9847,0.6874924
RP_0096,RP,winter,11,5.5,1393.3955,0.6966978
RP_0096,RP,winter,12,6.0,1451.613,0.72580653
RP_0096,RP,winter,13,6.5,1558.1488,0.77907443
RP_0096,RP,winter,14,7.0,1548.6719,0.7743359
RP_0096,RP,winter,15,7.5,1449.2891,0.72464454
RP_0096,RP,winter,16,8.0,1406.941,0.7034705
RP_0096,RP,winter,17,8.5,1233.9054,0.6169527
RP_0096,RP,winter,18,9.0,957.0031,0.47850156
RP_0096,RP,winter,19,9.5,773.762,0.38688102
RP_0096,RP,winter,20,10.0,825.28827,0.41264415
RP_0096,RP,winter,21,10.5,613.6259,0.30681297
RP_0096,RP,winter,22,11.0,551.04346,0.27552173
RP_0096,RP,winter,23,11.5,526.00275,0.26300138
RP_0096,RP,winter,24,12.0,535.063,0.26753148
RP_0096,RP,winter,25,12.5,551.4777,0.27573887
RP_0096,RP,winter,26,13.0,519.17694,0.25958848
RP_0096,RP,winter,27,13.5,549.8279,0.27491394
RP_0096,RP,winter,28,14.0,641.40717,0.3207036
RP_0096,RP,winter,29,14.5,656.0988,0.32804942
RP_0096,RP,winter,30,15.0,646.07684,0.32303843
RP_0096,RP,winter,31,15.5,630.1389,0.31506947
RP_0096,RP,winter,32,16.0,747.5813,0.37379065
RP_0096,RP,winter,33,16.5,824.90857,0.41245428
RP_0096,RP,winter,34,17.0,922.2067,0.46110335
RP_0096,RP,winter,35,17.5,1085.3256,0.5426628
RP_0096,RP,winter,36,18.0,1369.317,0.6846585
RP_0096,RP,winter,37,18.5,1480.3756,0.7401878
RP_0096,RP,winter,38,19.0,1608.1901,0.80409503
RP_0096,RP,winter,39,19.5,1640.2485,0.82012427
RP_0096,RP,winter,40,20.0,1594.6869,0.79734343
RP_0096,RP,winter,41,20.5,1611.7614,0.80588067
RP_0096,RP,winter,42,21.0,1660.6304,0.8303152
RP_0096,RP,winter,43,21.5,1456.1202,0.7280601
RP_0096,RP,winter,44,22.0,1490.5277,0.7452639
RP_0096,RP,winter,45,22.5,1528.3677,0.7641838
RP_0096,RP,winter,46,23.0,1414.8894,0.7074447
RP_0096,RP,winter,47,23.5,1295.4452,0.6477226
RP_0097,RP,spring,0,0.0,528.4515,0.26422575
RP_0097,RP,spring,1,0.5,480.98877,0.24049439
RP_0097,RP,spring,2,1.0,516.8592,0.2584296
RP_0097,RP,spring,3,1.5,513.39056,0.25669527
RP_0097,RP,spring,4,2.0,580.6226,0.2903113
RP_0097,RP,spring,5,2.5,544.3222,0.2721611
RP_0097,RP,spring,6,3.0,544.1693,0.27208465
RP_0097,RP,spring,7,3.5,512.3007,0.25615036
RP_0097,RP,spring,8,4.0,598.0304,0.2990152
RP_0097,RP,spring,9,4.5,577.9842,0.2889921
RP_0097,RP,spring,10,5.0,648.479,0.3242395
RP_0097,RP,spring,11,5.5,636.6238,0.3183119
RP_0097,RP,spring,12,6.0,724.5627,0.36228135
RP_0097,RP,spring,13,6.5,724.36615,0.36218306
RP_0097,RP,spring,14,7.0,742.7453,0.37137264
RP_0097,RP,spring,15,7.5,693.31836,0.34665918
RP_0097,RP,spring,16,8.0,809.00586,0.40450293
RP_0097,RP,spring,17,8.5,820.5577,0.41027883
RP_0097,RP,spring,18,9.0,935.94684,0.4679734
RP_0097,RP,spring,19,9.5,986.5616,0.4932808
RP_0097,RP,spring,20,10.0,1103.4349,0.55171746
RP_0097,RP,spring,21,10.5,1165.1454,0.5825727
RP_0097,RP,spring,22,11.0,1186.9803,0.5934902
RP_0097,RP,spring,23,11.5,1095.904,0.54795206
RP_0097,RP,spring,24,12.0,1039.3741,0.51968706
RP_0097,RP,spring,25,12.5,880.5234,0.4402617
RP_0097,RP,spring,26,13.0,850.8543,0.42542717
RP_0097,RP,spring,27,13.5,838.57544,0.4192877
RP_0097,RP,spring,28,14.0,798.0931,0.39904654
RP_0097,RP,spring,29,14.5,786.1294,0.3930647
RP_0097,RP,spring,30,15.0,761.8123,0.38090616
RP_0097,RP,spring,31,15.5,736.88214,0.36844108
RP_0097,RP,spring,32,16.0,709.6525,0.35482627
RP_0097,RP,spring,33,16.5,643.58026,0.32179013
RP_0097,RP,spring,34,17.0,651.8215,0.32591075
RP_0097,RP,spring,35,17.5,653.89636,0.3269482
RP_0097,RP,spring,36,18.0,686.2569,0.34312844
RP_0097,RP,spring,37,18.5,768.4688,0.3842344
RP_0097,RP,spring,38,19.0,789.0568,0.39452842
RP_0097,RP,spring,39,19.5,784.8026,0.3924013
RP_0097,RP,spring,40,20.0,804.72534,0.40236267
RP_0097,RP,spring,41,20.5,742.7921,0.37139606
RP_0097,RP,spring,42,21.0,752.02094,0.37601048
RP_0097,RP,spring,43,21.5,684.8328,0.3424164
RP_0097,RP,spring,44,22.0,640.1996,0.3200998
RP_0097,RP,spring,45,22.5,599.1674,0.2995837
RP_0097,RP,spring,46,23.0,580.5971,0.29029855
RP_0097,RP,spring,47,23.5,528.62695,0.2643135
RP_0098,RP,autumn,0,0.0,143.63124,0.07181562
RP_0098,RP,autumn,1,0.5,119.345024,0.059672512
RP_0098,RP,autumn,2,1.0,98.48336,0.04924168
RP_0098,RP,autumn,3,1.5,74.972824,0.03748641
RP_0098,RP,autumn,4,2.0,93.54222,0.04677111
RP_0098,RP,autumn,5,2.5,71.53063,0.035765316
RP_0098,RP,autumn,6,3.0,58.36651,0.029183254
RP_0098,RP,autumn,7,3.5,72.84006,0.03642003
RP_0098,RP,autumn,8,4.0,72.87904,0.036439523
RP_0098,RP,autumn,9,4.5,69.63989,0.034819946
RP_0098,RP,autumn,10,5.0,66.97468,0.03348734
RP_0098,RP,autumn,11,5.5,61.565903,0.030782951
RP_0098,RP,autumn,12,6.0,51.371452,0.025685726
RP_0098,RP,autumn,13,6.5,54.434944,0.027217472
RP_0098,RP,autumn,14,7.0,30.18151,0.015090755
RP_0098,RP,autumn,15,7.5,23.290983,0.011645491
RP_0098,RP,autumn,16,8.0,17.407051,0.008703525
RP_0098,RP,autumn,17,8.5,23.466846,0.011733423
RP_0098,RP,autumn,18,9.0,18.517906,0.009258953
RP_0098,RP,autumn,19,9.5,21.92057,0.010960286
RP_0098,RP,autumn,20,10.0,16.857008,0.008428504
RP_0098,RP,autumn,21,10.5,14.537424,0.007268712
RP_0098,RP,autumn,22,11.0,13.509564,0.006754782
RP_0098,RP,autumn,23,11.5,14.630669,0.0073153344
RP_0098,RP,autumn,24,12.0,12.879114,0.0064395573
RP_0098,RP,autumn,25,12.5,9.936813,0.0049684066
RP_0098,RP,autumn,26,13.0,15.887373,0.007943686
RP_0098,RP,autumn,27,13.5,9.163216,0.004581608
RP_0098,RP,autumn,28,14.0,14.546777,0.0072733886
RP_0098,RP,autumn,29,14.5,11.04984,0.00552492
RP_0098,RP,autumn,30,15.0,18.893583,0.009446791
RP_0098,RP,autumn,31,15.5,17.117132,0.008558566
RP_0098,RP,autumn,32,16.0,20.181057,0.010090528
RP_0098,RP,autumn,33,16.5,23.635315,0.011817657
RP_0098,RP,autumn,34,17.0,24.700214,0.012350108
RP_0098,RP,autumn,35,17.5,24.08845,0.012044225
RP_0098,RP,autumn,36,18.0,39.120174,0.019560087
RP_0098,RP,autumn,37,18.5,36.65039,0.018325195
RP_0098,RP,autumn,38,19.0,22.869488,0.011434744
RP_0098,RP,autumn,39,19.5,32.11419,0.016057095
RP_0098,RP,autumn,40,20.0,32.438374,0.016219188
RP_0098,RP,autumn,41,20.5,35.20524,0.017602619
RP_0098,RP,autumn,42,21.0,39.28473,0.019642364
RP_0098,RP,autumn,43,21.5,35.808388,0.017904194
RP_0098,RP,autumn,44,22.0,39.757862,0.019878931
RP_0098,RP,autumn,45,22.5,39.073063,0.01953653
RP_0098,RP,autumn,46,23.0,51.587685,0.025793843
